ticket_id,created_at,category,channel,customer_tier,agent,priority,first_response_min,resolution_hours,sla_target_hours,sla_breached,escalated,csat_score,resolution_outcome
TCK-103678,2025-01-16 00:00:00,Integration/API,Portal,Pro,Agent_02,High,162.4,8.58,24,False,False,5,Resolved
TCK-103729,2025-01-16 00:00:00,Login/Authentication,Chat,Basic,Agent_12,Medium,6.7,0.11,72,False,False,5,Resolved
TCK-103774,2025-01-16 00:00:00,Login/Authentication,Portal,Pro,Agent_01,Low,66.8,26.35,120,False,True,3,Resolved - Escalated
TCK-102742,2025-01-16 00:15:00,Bug/Error,Chat,Pro,Agent_08,High,6.9,1.71,24,False,False,3,Resolved
TCK-100300,2025-01-16 01:53:00,Feature Request,Email,Free,Agent_06,Low,73.4,17.33,120,False,False,4,Resolved
TCK-102491,2025-01-16 07:18:00,Integration/API,Chat,Basic,Agent_10,Medium,8.1,135.53,72,True,False,4,Resolved
TCK-101829,2025-01-16 11:59:00,Bug/Error,Email,Basic,Agent_05,Medium,24.5,6.53,72,False,True,2,Resolved - Escalated
TCK-101065,2025-01-16 16:42:00,Billing/Invoicing,Email,Basic,Agent_05,Low,30.0,1.77,120,False,False,3,Resolved
TCK-101137,2025-01-16 23:01:00,Bug/Error,Email,Pro,Agent_03,Critical,2.2,1.89,4,False,True,3,Resolved - Escalated
TCK-100206,2025-01-16 23:04:00,Bug/Error,Email,Free,Agent_12,Critical,12.7,10.24,4,True,False,3,Resolved
TCK-103541,2025-01-17 00:00:00,Bug/Error,Chat,Basic,Agent_09,Medium,7.2,3.25,72,False,False,5,Resolved
TCK-103670,2025-01-17 00:00:00,Feature Request,Portal,Free,Agent_09,Medium,4.2,2.26,72,False,False,4,Resolved
TCK-103921,2025-01-17 00:00:00,Feature Request,Phone,Basic,Agent_11,High,1.0,18.64,24,False,False,4,Resolved
TCK-100065,2025-01-17 01:42:00,Bug/Error,Email,Basic,Agent_01,Medium,19.6,9.73,72,False,False,4,Resolved
TCK-102998,2025-01-17 06:03:00,Performance/Slowness,Portal,Pro,Agent_03,High,35.0,0.17,24,False,False,4,Resolved
TCK-102273,2025-01-17 12:48:00,Integration/API,Email,Free,Agent_03,Medium,42.0,0.2,72,False,True,3,Resolved - Escalated
TCK-103254,2025-01-17 15:52:00,Performance/Slowness,Email,Pro,Agent_12,Critical,1.3,1.51,4,False,True,2,Resolved - Escalated
TCK-102716,2025-01-17 16:13:00,Billing/Invoicing,Email,Basic,Agent_11,Low,91.8,3.41,120,False,True,2,Resolved - Escalated
TCK-101083,2025-01-17 19:27:00,Account Setup,Portal,Free,Agent_04,Low,38.1,1.89,120,False,False,4,Resolved
TCK-101490,2025-01-18 02:43:00,Billing/Invoicing,Chat,Basic,Agent_11,Medium,28.0,5.2,72,False,False,4,Resolved
TCK-102695,2025-01-18 04:44:00,Login/Authentication,Phone,Free,Agent_07,Low,13.5,10.12,120,False,False,3,Resolved - Workaround
TCK-100651,2025-01-18 09:45:00,Login/Authentication,Chat,Free,Agent_10,High,9.3,3.23,24,False,False,4,Resolved
TCK-100946,2025-01-18 10:55:00,Performance/Slowness,Phone,Basic,Agent_10,High,1.0,39.66,24,True,False,3,Resolved
TCK-100891,2025-01-18 12:50:00,Bug/Error,Email,Free,Agent_07,Critical,17.4,0.13,4,False,False,5,Resolved
TCK-100155,2025-01-18 18:56:00,Integration/API,Email,Basic,Agent_05,Low,247.2,3.73,120,False,False,4,Resolved
TCK-102972,2025-01-18 19:37:00,Integration/API,Chat,Pro,Agent_04,Low,5.6,60.12,120,False,False,5,Resolved
TCK-102930,2025-01-18 22:04:00,Performance/Slowness,Portal,Basic,Agent_07,Critical,23.6,2.23,4,False,True,3,Unresolved - Pending Engineering
TCK-102678,2025-01-18 22:53:00,Performance/Slowness,Chat,Basic,Agent_03,Critical,5.4,4.2,4,True,True,1,Resolved - Escalated
TCK-100296,2025-01-19 08:49:00,Billing/Invoicing,Portal,Free,Agent_07,Medium,2.6,4.62,72,False,False,5,Resolved
TCK-101623,2025-01-19 09:58:00,Account Setup,Email,Pro,Agent_05,High,42.5,0.41,24,False,False,4,Resolved
TCK-100486,2025-01-19 11:09:00,Integration/API,Chat,Basic,Agent_07,Medium,4.3,8.18,72,False,False,5,Resolved
TCK-101101,2025-01-19 11:37:00,Billing/Invoicing,Phone,Free,Agent_10,Low,13.6,1.77,120,False,False,4,Resolved - Workaround
TCK-102705,2025-01-19 12:57:00,Login/Authentication,Chat,Free,Agent_03,High,1.4,0.21,24,False,False,3,Resolved
TCK-102936,2025-01-19 13:08:00,Billing/Invoicing,Email,Free,Agent_11,Medium,191.5,1.37,72,False,False,4,Resolved
TCK-101341,2025-01-19 16:48:00,Feature Request,Chat,Free,Agent_02,Medium,4.5,43.76,72,False,False,4,Resolved
TCK-103609,2025-01-20 00:00:00,Login/Authentication,Chat,Enterprise,Agent_09,High,23.5,6.64,24,False,False,5,Resolved
TCK-103662,2025-01-20 00:00:00,Account Setup,Email,Free,Agent_04,Low,23.9,4.53,120,False,False,4,Resolved
TCK-103462,2025-01-20 00:00:00,Integration/API,Chat,Free,Agent_11,Medium,8.1,3.04,72,False,False,5,Resolved
TCK-103866,2025-01-20 00:00:00,Integration/API,Chat,Free,Agent_04,Medium,11.1,18.64,72,False,True,3,Resolved - Escalated
TCK-103681,2025-01-20 00:00:00,Data Export/Import,Portal,Free,Agent_09,Medium,24.2,4.41,72,False,False,4,Resolved
TCK-103315,2025-01-20 03:08:00,Login/Authentication,Email,Basic,Agent_06,High,14.7,0.1,24,False,False,4,Resolved
TCK-103225,2025-01-20 03:58:00,Billing/Invoicing,Phone,Basic,Agent_05,Medium,1.0,1.12,72,False,False,4,Resolved
TCK-101356,2025-01-20 05:24:00,Account Setup,Phone,Free,Agent_04,Critical,1.0,0.51,4,False,False,4,Resolved
TCK-100114,2025-01-20 06:10:00,Integration/API,Phone,Pro,Agent_12,Critical,1.0,8.16,4,True,False,4,Resolved
TCK-100463,2025-01-20 09:55:00,Login/Authentication,Chat,Free,Agent_12,Low,23.7,3.7,120,False,True,3,Resolved - Escalated
TCK-100369,2025-01-20 10:49:00,Performance/Slowness,Portal,Pro,Agent_10,High,27.3,13.71,24,False,True,3,Resolved - Escalated
TCK-100039,2025-01-20 14:46:00,Login/Authentication,Phone,Pro,Agent_08,Low,4.5,0.87,120,False,False,5,Resolved - Workaround
TCK-102549,2025-01-20 15:11:00,Billing/Invoicing,Email,Enterprise,Agent_05,Medium,62.0,19.67,72,False,False,4,Resolved - Workaround
TCK-101042,2025-01-20 15:51:00,Login/Authentication,Email,Pro,Agent_12,High,43.7,0.68,24,False,False,4,Resolved
TCK-102958,2025-01-20 22:25:00,Data Export/Import,Email,Basic,Agent_11,Low,143.9,10.32,120,False,False,4,Resolved
TCK-101954,2025-01-20 23:24:00,Feature Request,Email,Pro,Agent_04,Low,1.1,58.41,120,False,False,4,Resolved
TCK-103648,2025-01-21 00:00:00,Feature Request,Email,Free,Agent_03,High,27.9,12.79,24,False,False,3,Resolved
TCK-103686,2025-01-21 00:00:00,Billing/Invoicing,Chat,Basic,Agent_03,High,3.2,0.46,24,False,False,4,Resolved
TCK-103707,2025-01-21 00:00:00,Performance/Slowness,Phone,Free,Agent_11,High,1.1,25.71,24,True,False,4,Resolved
TCK-101521,2025-01-21 04:04:00,Bug/Error,Phone,Pro,Agent_07,Low,14.7,90.2,120,False,False,4,Resolved
TCK-101701,2025-01-21 06:06:00,Login/Authentication,Phone,Free,Agent_12,Medium,5.0,3.48,72,False,False,4,Resolved
TCK-101919,2025-01-21 06:40:00,Account Setup,Email,Free,Agent_02,High,30.0,1.53,24,False,False,4,Resolved - Workaround
TCK-102570,2025-01-21 08:35:00,Login/Authentication,Portal,Basic,Agent_12,Medium,56.1,1.29,72,False,False,4,Resolved
TCK-101930,2025-01-21 09:19:00,Login/Authentication,Email,Pro,Agent_09,High,7.3,1.76,24,False,False,5,Resolved - Workaround
TCK-102270,2025-01-21 09:57:00,Feature Request,Phone,Enterprise,Agent_11,Medium,1.8,23.76,72,False,False,4,Resolved
TCK-100505,2025-01-21 11:42:00,Performance/Slowness,Chat,Basic,Agent_02,Critical,1.9,6.16,4,True,False,4,Resolved
TCK-102573,2025-01-21 13:43:00,Integration/API,Email,Pro,Agent_11,Medium,1.0,5.47,72,False,False,4,Resolved
TCK-100253,2025-01-21 16:11:00,Integration/API,Chat,Pro,Agent_07,Low,2.4,12.1,120,False,False,5,Resolved
TCK-102474,2025-01-21 16:11:00,Performance/Slowness,Chat,Basic,Agent_06,High,10.2,4.01,24,False,False,4,Resolved
TCK-102859,2025-01-21 16:24:00,Integration/API,Portal,Pro,Agent_08,High,33.4,0.24,24,False,False,5,Resolved
TCK-101316,2025-01-21 16:24:00,Login/Authentication,Portal,Basic,Agent_06,Medium,67.5,6.15,72,False,False,3,Resolved
TCK-101516,2025-01-21 19:13:00,Account Setup,Chat,Basic,Agent_04,Low,1.0,0.7,120,False,False,5,Resolved
TCK-101947,2025-01-21 22:43:00,Data Export/Import,Email,Free,Agent_03,High,29.6,2.1,24,False,False,4,Resolved
TCK-101997,2025-01-21 23:14:00,Bug/Error,Portal,Pro,Agent_03,Low,25.4,7.64,120,False,False,5,Resolved
TCK-103873,2025-01-22 00:00:00,Billing/Invoicing,Email,Enterprise,Agent_12,Medium,13.7,17.5,72,False,False,4,Resolved - Workaround
TCK-103705,2025-01-22 00:00:00,Bug/Error,Chat,Pro,Agent_10,Low,10.5,4.98,120,False,True,3,Resolved - Escalated
TCK-102009,2025-01-22 03:40:00,Bug/Error,Portal,Free,Agent_01,Medium,62.1,16.15,72,False,True,3,Resolved - Escalated
TCK-101921,2025-01-22 06:59:00,Feature Request,Email,Pro,Agent_12,Low,52.5,82.29,120,False,False,4,Resolved
TCK-102715,2025-01-22 07:19:00,Billing/Invoicing,Email,Pro,Agent_04,High,7.3,0.79,24,False,False,4,Resolved
TCK-103035,2025-01-22 09:33:00,Billing/Invoicing,Chat,Enterprise,Agent_10,Critical,1.0,0.35,4,False,False,4,Resolved
TCK-101605,2025-01-22 12:19:00,Performance/Slowness,Email,Free,Agent_09,High,53.3,1.25,24,False,False,5,Resolved - Workaround
TCK-102642,2025-01-22 13:41:00,Data Export/Import,Email,Pro,Agent_09,Low,12.8,3.66,120,False,False,4,Resolved - Workaround
TCK-101781,2025-01-22 14:26:00,Data Export/Import,Email,Enterprise,Agent_05,Low,13.0,13.33,120,False,False,4,Resolved
TCK-101821,2025-01-22 15:20:00,Integration/API,Email,Free,Agent_06,Low,369.6,12.84,120,False,False,4,Resolved
TCK-101427,2025-01-22 16:44:00,Billing/Invoicing,Email,Pro,Agent_07,Medium,25.0,7.11,72,False,False,4,Resolved
TCK-100106,2025-01-22 17:23:00,Login/Authentication,Phone,Basic,Agent_02,Medium,2.1,2.93,72,False,False,5,Resolved
TCK-102265,2025-01-22 20:52:00,Login/Authentication,Chat,Free,Agent_04,High,1.0,0.45,24,False,False,4,Resolved
TCK-101276,2025-01-22 23:33:00,Bug/Error,Chat,Free,Agent_09,Critical,5.1,1.25,4,False,False,4,Resolved
TCK-103581,2025-01-23 00:00:00,Billing/Invoicing,Portal,Basic,Agent_07,High,32.1,0.58,24,False,False,4,Resolved
TCK-103955,2025-01-23 00:00:00,Bug/Error,Email,Free,Agent_04,High,50.4,24.91,24,True,True,1,Resolved - Escalated
TCK-103720,2025-01-23 00:00:00,Login/Authentication,Email,Basic,Agent_10,High,1.0,1.27,24,False,False,4,Resolved
TCK-103790,2025-01-23 00:00:00,Performance/Slowness,Portal,Free,Agent_10,Critical,8.3,0.7,4,False,True,3,Resolved - Escalated
TCK-103631,2025-01-23 00:00:00,Login/Authentication,Email,Free,Agent_12,Critical,5.2,0.58,4,False,True,3,Unresolved - Pending Engineering
TCK-100123,2025-01-23 00:11:00,Bug/Error,Phone,Free,Agent_01,High,2.8,18.46,24,False,False,4,Resolved
TCK-101658,2025-01-23 02:13:00,Data Export/Import,Chat,Basic,Agent_06,Medium,2.2,1.41,72,False,False,4,Resolved
TCK-102380,2025-01-23 06:54:00,Performance/Slowness,Email,Free,Agent_08,Low,50.7,10.82,120,False,False,4,Resolved
TCK-102144,2025-01-23 07:08:00,Account Setup,Email,Enterprise,Agent_07,Critical,1.3,4.3,4,True,True,1,Resolved - Escalated
TCK-101361,2025-01-23 10:10:00,Feature Request,Phone,Pro,Agent_03,High,1.8,11.4,24,False,False,5,Resolved
TCK-103289,2025-01-23 10:59:00,Performance/Slowness,Email,Pro,Agent_11,High,10.8,3.49,24,False,False,5,Resolved
TCK-102318,2025-01-23 11:00:00,Bug/Error,Portal,Basic,Agent_04,High,37.9,2.62,24,False,True,3,Resolved - Escalated
TCK-103305,2025-01-23 11:35:00,Data Export/Import,Chat,Pro,Agent_03,Low,15.1,6.49,120,False,False,5,Resolved
TCK-100724,2025-01-23 11:39:00,Bug/Error,Chat,Basic,Agent_04,Medium,1.6,3.05,72,False,False,4,Resolved
TCK-103214,2025-01-23 17:05:00,Login/Authentication,Email,Enterprise,Agent_05,High,8.7,14.38,24,False,False,3,Resolved
TCK-101902,2025-01-23 17:11:00,Integration/API,Email,Enterprise,Agent_03,Medium,2.7,11.61,72,False,True,2,Unresolved - Pending Engineering
TCK-102810,2025-01-24 06:47:00,Bug/Error,Chat,Free,Agent_07,Low,13.8,1.19,120,False,False,4,Resolved
TCK-103286,2025-01-24 07:23:00,Integration/API,Chat,Basic,Agent_11,Medium,3.3,24.97,72,False,True,3,Unresolved - Pending Engineering
TCK-101817,2025-01-24 07:52:00,Login/Authentication,Phone,Pro,Agent_01,High,1.0,0.92,24,False,False,5,Resolved
TCK-100243,2025-01-24 08:30:00,Login/Authentication,Chat,Free,Agent_05,Medium,1.7,2.74,72,False,False,5,Resolved - Workaround
TCK-102565,2025-01-24 08:49:00,Billing/Invoicing,Email,Basic,Agent_05,Low,52.1,6.48,120,False,False,5,Resolved
TCK-101177,2025-01-24 12:46:00,Bug/Error,Portal,Pro,Agent_12,Low,51.9,30.99,120,False,False,4,Resolved
TCK-100310,2025-01-24 14:02:00,Bug/Error,Email,Enterprise,Agent_12,Medium,12.9,5.8,72,False,False,4,Resolved - Workaround
TCK-100340,2025-01-24 14:53:00,Billing/Invoicing,Phone,Basic,Agent_07,Low,1.0,6.83,120,False,False,5,Resolved
TCK-101308,2025-01-24 15:34:00,Login/Authentication,Email,Pro,Agent_07,Critical,32.8,0.58,4,False,False,4,Resolved
TCK-101412,2025-01-24 16:09:00,Login/Authentication,Chat,Pro,Agent_08,High,3.2,3.29,24,False,True,3,Unresolved - Pending Engineering
TCK-102605,2025-01-24 18:34:00,Billing/Invoicing,Portal,Pro,Agent_02,Medium,114.6,17.21,72,False,True,3,Resolved - Escalated
TCK-101894,2025-01-24 19:27:00,Billing/Invoicing,Phone,Free,Agent_07,High,1.0,0.93,24,False,False,5,Resolved
TCK-102567,2025-01-24 20:39:00,Performance/Slowness,Chat,Enterprise,Agent_02,Critical,1.3,2.66,4,False,True,2,Resolved - Escalated
TCK-100104,2025-01-24 20:53:00,Billing/Invoicing,Chat,Basic,Agent_05,Medium,6.5,3.55,72,False,False,4,Resolved
TCK-100222,2025-01-24 21:10:00,Login/Authentication,Portal,Free,Agent_10,High,8.1,0.82,24,False,False,4,Resolved
TCK-101484,2025-01-25 00:46:00,Integration/API,Phone,Enterprise,Agent_02,Medium,1.5,1.83,72,False,False,3,Resolved
TCK-101852,2025-01-25 05:49:00,Data Export/Import,Chat,Free,Agent_05,Medium,12.5,9.71,72,False,False,4,Resolved
TCK-101899,2025-01-25 17:55:00,Bug/Error,Chat,Free,Agent_10,Critical,1.0,0.89,4,False,True,2,Resolved - Escalated
TCK-102274,2025-01-25 20:38:00,Bug/Error,Chat,Basic,Agent_01,Medium,4.7,0.2,72,False,True,3,Resolved - Escalated
TCK-100600,2025-01-25 21:25:00,Feature Request,Email,Basic,Agent_06,Low,31.2,10.06,120,False,False,4,Resolved
TCK-100781,2025-01-25 23:53:00,Login/Authentication,Email,Pro,Agent_09,Medium,53.8,1.65,72,False,False,5,Resolved - Workaround
TCK-101167,2025-01-26 05:07:00,Billing/Invoicing,Phone,Pro,Agent_02,Critical,1.0,2.98,4,False,False,3,Resolved - Workaround
TCK-100905,2025-01-26 06:41:00,Login/Authentication,Email,Free,Agent_07,High,46.3,3.27,24,False,True,3,Resolved - Escalated
TCK-101496,2025-01-26 13:44:00,Bug/Error,Portal,Pro,Agent_10,Medium,62.8,20.34,72,False,False,4,Resolved
TCK-100151,2025-01-26 20:02:00,Billing/Invoicing,Chat,Free,Agent_03,Medium,4.3,1.82,72,False,False,5,Resolved
TCK-103722,2025-01-27 00:00:00,Feature Request,Email,Basic,Agent_05,Medium,22.5,21.98,72,False,False,4,Resolved
TCK-103799,2025-01-27 00:00:00,Integration/API,Chat,Enterprise,Agent_06,Medium,5.5,13.2,72,False,False,5,Resolved
TCK-103839,2025-01-27 00:00:00,Data Export/Import,Chat,Free,Agent_05,Low,1.0,23.23,120,False,False,4,Resolved
TCK-103623,2025-01-27 00:00:00,Login/Authentication,Email,Free,Agent_05,High,7.2,0.8,24,False,False,5,Resolved
TCK-103780,2025-01-27 00:00:00,Bug/Error,Chat,Enterprise,Agent_06,Medium,1.0,5.2,72,False,False,4,Resolved
TCK-102258,2025-01-27 05:04:00,Feature Request,Portal,Pro,Agent_01,Medium,81.8,183.08,72,True,False,4,Resolved
TCK-103263,2025-01-27 06:43:00,Bug/Error,Email,Basic,Agent_04,High,43.1,1.65,24,False,False,4,Resolved
TCK-103366,2025-01-27 10:03:00,Bug/Error,Portal,Free,Agent_03,High,26.4,13.03,24,False,False,5,Resolved
TCK-102293,2025-01-27 10:16:00,Integration/API,Email,Pro,Agent_11,Medium,27.7,20.48,72,False,True,3,Resolved - Escalated
TCK-101344,2025-01-27 10:22:00,Bug/Error,Email,Basic,Agent_08,Critical,13.5,10.48,4,True,False,2,Resolved
TCK-101491,2025-01-27 15:09:00,Login/Authentication,Phone,Basic,Agent_03,Critical,1.0,1.76,4,False,True,3,Resolved - Escalated
TCK-101482,2025-01-27 15:59:00,Login/Authentication,Portal,Basic,Agent_02,Medium,20.1,0.49,72,False,False,4,Resolved
TCK-103350,2025-01-27 17:21:00,Billing/Invoicing,Portal,Free,Agent_12,High,153.4,16.42,24,False,False,4,Resolved
TCK-100133,2025-01-27 18:57:00,Integration/API,Email,Free,Agent_05,Low,142.9,9.57,120,False,True,3,Unresolved - Pending Engineering
TCK-100819,2025-01-27 19:58:00,Billing/Invoicing,Email,Free,Agent_05,Medium,112.8,7.2,72,False,False,3,Resolved
TCK-100001,2025-01-27 21:21:00,Bug/Error,Chat,Pro,Agent_07,Low,3.0,30.74,120,False,True,3,Resolved - Escalated
TCK-102354,2025-01-27 22:08:00,Performance/Slowness,Chat,Pro,Agent_12,Low,3.4,16.69,120,False,False,5,Resolved
TCK-100544,2025-01-27 22:21:00,Integration/API,Email,Enterprise,Agent_06,Medium,23.5,1.4,72,False,False,4,Resolved
TCK-102676,2025-01-27 23:15:00,Performance/Slowness,Phone,Pro,Agent_06,Low,5.0,24.12,120,False,False,4,Resolved
TCK-103933,2025-01-28 00:00:00,Account Setup,Email,Pro,Agent_02,Medium,5.1,0.25,72,False,False,5,Resolved
TCK-103730,2025-01-28 00:00:00,Login/Authentication,Email,Enterprise,Agent_07,High,1.0,0.86,24,False,False,4,Resolved
TCK-101689,2025-01-28 01:17:00,Login/Authentication,Portal,Free,Agent_11,High,13.1,2.51,24,False,False,5,Resolved
TCK-102750,2025-01-28 12:30:00,Login/Authentication,Portal,Basic,Agent_12,Medium,230.5,0.55,72,False,False,5,Resolved
TCK-102664,2025-01-28 13:47:00,Login/Authentication,Portal,Pro,Agent_11,Critical,10.4,0.32,4,False,False,5,Resolved - Workaround
TCK-101509,2025-01-28 14:08:00,Login/Authentication,Chat,Basic,Agent_04,Critical,1.0,0.1,4,False,True,3,Unresolved - Pending Engineering
TCK-102118,2025-01-28 14:38:00,Billing/Invoicing,Chat,Pro,Agent_11,Low,8.3,3.49,120,False,False,4,Resolved - Workaround
TCK-102349,2025-01-28 21:25:00,Integration/API,Chat,Free,Agent_06,Medium,5.8,4.73,72,False,False,4,Resolved
TCK-102995,2025-01-28 22:53:00,Data Export/Import,Email,Enterprise,Agent_02,High,94.1,8.8,24,False,False,5,Resolved
TCK-103485,2025-01-29 00:00:00,Login/Authentication,Email,Pro,Agent_04,High,18.6,3.72,24,False,True,4,Resolved - Escalated
TCK-103464,2025-01-29 00:00:00,Performance/Slowness,Phone,Basic,Agent_07,Low,1.0,13.61,120,False,False,4,Resolved
TCK-101411,2025-01-29 00:53:00,Billing/Invoicing,Chat,Free,Agent_04,Medium,30.6,6.36,72,False,True,4,Resolved - Escalated
TCK-102800,2025-01-29 02:22:00,Integration/API,Portal,Pro,Agent_07,Medium,23.8,136.82,72,True,False,4,Resolved
TCK-100512,2025-01-29 04:57:00,Account Setup,Portal,Free,Agent_08,High,22.1,0.41,24,False,False,5,Resolved
TCK-100923,2025-01-29 10:17:00,Data Export/Import,Chat,Basic,Agent_05,High,4.7,3.69,24,False,False,4,Resolved
TCK-100056,2025-01-29 11:01:00,Bug/Error,Email,Enterprise,Agent_04,Medium,82.0,4.85,72,False,False,5,Resolved
TCK-100213,2025-01-29 12:08:00,Integration/API,Email,Free,Agent_08,Medium,55.8,4.21,72,False,False,4,Resolved
TCK-101185,2025-01-29 14:43:00,Login/Authentication,Phone,Free,Agent_04,Medium,2.2,2.01,72,False,False,4,Resolved
TCK-101766,2025-01-29 18:22:00,Bug/Error,Phone,Basic,Agent_12,Medium,1.0,1.7,72,False,False,5,Resolved
TCK-100423,2025-01-29 18:39:00,Billing/Invoicing,Email,Pro,Agent_07,Medium,18.3,6.86,72,False,False,4,Resolved
TCK-102825,2025-01-29 21:42:00,Login/Authentication,Portal,Free,Agent_09,High,22.3,2.11,24,False,False,4,Resolved
TCK-100933,2025-01-29 22:04:00,Bug/Error,Chat,Pro,Agent_03,Medium,4.2,6.81,72,False,False,4,Resolved - Workaround
TCK-103827,2025-01-30 00:00:00,Bug/Error,Email,Free,Agent_12,Medium,101.7,4.12,72,False,True,2,Resolved - Escalated
TCK-103876,2025-01-30 00:00:00,Bug/Error,Phone,Free,Agent_12,High,14.9,13.11,24,False,False,4,Resolved
TCK-103700,2025-01-30 00:00:00,Performance/Slowness,Portal,Pro,Agent_03,Medium,85.4,57.43,72,False,True,4,Unresolved - Pending Engineering
TCK-100988,2025-01-30 02:31:00,Integration/API,Email,Free,Agent_09,Low,153.1,17.81,120,False,True,2,Resolved - Escalated
TCK-102510,2025-01-30 02:58:00,Bug/Error,Chat,Free,Agent_04,High,10.4,3.4,24,False,False,5,Resolved
TCK-103001,2025-01-30 05:28:00,Login/Authentication,Chat,Free,Agent_12,Medium,1.0,0.64,72,False,False,5,Resolved
TCK-101173,2025-01-30 12:56:00,Performance/Slowness,Chat,Free,Agent_09,High,1.2,15.07,24,False,False,5,Resolved
TCK-101395,2025-01-30 15:24:00,Bug/Error,Phone,Free,Agent_11,Medium,6.4,17.72,72,False,False,4,Resolved
TCK-102704,2025-01-30 18:18:00,Login/Authentication,Email,Pro,Agent_02,Medium,16.5,0.62,72,False,False,4,Resolved - Workaround
TCK-101742,2025-01-30 20:49:00,Login/Authentication,Portal,Enterprise,Agent_05,Medium,105.2,4.12,72,False,False,5,Resolved
TCK-100406,2025-01-30 21:46:00,Billing/Invoicing,Phone,Free,Agent_03,Medium,4.3,2.12,72,False,False,4,Resolved
TCK-103728,2025-01-31 00:00:00,Login/Authentication,Portal,Basic,Agent_03,Medium,29.3,2.24,72,False,False,4,Resolved - Workaround
TCK-100582,2025-01-31 00:24:00,Performance/Slowness,Portal,Free,Agent_07,Low,84.3,21.13,120,False,False,5,Resolved - Workaround
TCK-100680,2025-01-31 00:25:00,Billing/Invoicing,Email,Free,Agent_01,Low,45.6,2.86,120,False,False,5,Resolved
TCK-101210,2025-01-31 01:36:00,Billing/Invoicing,Phone,Basic,Agent_09,Medium,3.7,10.9,72,False,False,4,Resolved
TCK-102212,2025-01-31 06:29:00,Login/Authentication,Phone,Basic,Agent_11,Critical,1.0,4.62,4,True,False,3,Resolved
TCK-101162,2025-01-31 10:08:00,Bug/Error,Phone,Pro,Agent_12,High,1.1,4.4,24,False,True,3,Resolved - Escalated
TCK-102602,2025-01-31 11:44:00,Feature Request,Portal,Basic,Agent_04,Medium,35.8,39.27,72,False,False,4,Resolved
TCK-102034,2025-01-31 15:26:00,Bug/Error,Portal,Pro,Agent_05,Low,35.2,11.88,120,False,False,4,Resolved
TCK-103127,2025-01-31 20:19:00,Bug/Error,Chat,Basic,Agent_07,Medium,7.5,3.15,72,False,True,3,Unresolved - Pending Engineering
TCK-102409,2025-02-01 01:18:00,Billing/Invoicing,Chat,Free,Agent_02,High,4.3,2.96,24,False,False,3,Resolved - Workaround
TCK-103083,2025-02-01 02:26:00,Billing/Invoicing,Chat,Pro,Agent_12,Low,1.0,24.93,120,False,False,4,Resolved
TCK-100414,2025-02-01 05:58:00,Login/Authentication,Portal,Pro,Agent_02,Medium,39.3,2.81,72,False,False,5,Resolved
TCK-102026,2025-02-01 12:49:00,Login/Authentication,Email,Free,Agent_05,High,15.4,1.86,24,False,False,4,Resolved
TCK-101901,2025-02-01 16:15:00,Bug/Error,Portal,Pro,Agent_12,High,121.0,5.74,24,False,False,4,Resolved
TCK-100599,2025-02-01 22:22:00,Billing/Invoicing,Email,Basic,Agent_03,Low,114.8,0.69,120,False,False,3,Resolved
TCK-101035,2025-02-01 22:23:00,Billing/Invoicing,Phone,Free,Agent_11,Medium,6.9,3.38,72,False,False,4,Resolved
TCK-100171,2025-02-02 12:57:00,Login/Authentication,Email,Basic,Agent_05,Critical,3.1,1.43,4,False,False,5,Resolved
TCK-102738,2025-02-02 13:01:00,Bug/Error,Portal,Free,Agent_04,High,9.1,26.56,24,True,True,2,Resolved - Escalated
TCK-100018,2025-02-02 16:57:00,Integration/API,Phone,Free,Agent_10,Low,1.0,39.97,120,False,False,4,Resolved
TCK-103110,2025-02-02 20:07:00,Feature Request,Chat,Basic,Agent_07,High,1.6,13.94,24,False,False,5,Resolved
TCK-102375,2025-02-02 21:48:00,Billing/Invoicing,Chat,Free,Agent_02,Critical,1.0,1.77,4,False,False,4,Resolved
TCK-103595,2025-02-03 00:00:00,Login/Authentication,Portal,Free,Agent_11,Medium,24.5,4.81,72,False,False,5,Resolved
TCK-101560,2025-02-03 00:30:00,Data Export/Import,Chat,Basic,Agent_09,Low,35.1,26.76,120,False,False,5,Resolved - Workaround
TCK-102482,2025-02-03 02:35:00,Feature Request,Chat,Pro,Agent_11,Medium,1.0,7.78,72,False,False,5,Resolved
TCK-100397,2025-02-03 04:41:00,Performance/Slowness,Email,Basic,Agent_09,High,1.0,10.47,24,False,True,2,Unresolved - Pending Engineering
TCK-100339,2025-02-03 07:34:00,Bug/Error,Phone,Pro,Agent_10,High,1.0,12.52,24,False,False,4,Resolved
TCK-100227,2025-02-03 10:39:00,Feature Request,Portal,Pro,Agent_06,Critical,3.6,6.88,4,True,False,4,Resolved
TCK-102228,2025-02-03 12:48:00,Data Export/Import,Email,Basic,Agent_07,Medium,17.8,0.8,72,False,False,4,Resolved
TCK-100108,2025-02-03 14:51:00,Data Export/Import,Chat,Enterprise,Agent_06,Medium,1.0,7.1,72,False,False,5,Resolved
TCK-100265,2025-02-03 14:53:00,Billing/Invoicing,Email,Free,Agent_04,Low,30.8,1.26,120,False,False,4,Resolved
TCK-100495,2025-02-03 18:01:00,Performance/Slowness,Phone,Basic,Agent_03,High,1.0,10.28,24,False,False,5,Resolved
